Age,AnnualIncome,CreditScore,Experience,LoanAmount,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
42.0,74453.0,582.07,19.46,16154.0,258.0,0.2891881564077189,0.24879309892533807,781.0,1633.0,16204.0,35493.0,6422.139900767905,0.8100866986812693,6231.38,0.22024444999999995,0.21654506568851267,479.5398903097801,0.1188733655288216,53.78201730766727,0
7.0,162193.0,702.0,19.06,20439.0,-174.0,0.4217102338291856,0.638846530013667,-3673.0,5203.0,432903.0,30097.35,6679.9074619815765,0.5437487788048109,-241803.0,0.19996074851814363,0.1330243971366606,897.871037517336,0.26006315370592664,55.78687533648788,0
32.54,-42989.0,700.0,32.0,54954.0,428.26,0.548225676528185,0.1488997404142896,6786.8,-5378.0,57331.39,55714.96,-5004.639396596019,0.968066992736998,35918.0,0.2655981894454639,0.26524383271685764,2113.46066103107,-0.5065066196151362,74.25696813319107,0
33.0,56650.0,605.0,9.01,12652.0,336.0,0.4234308630650563,0.0441568040602275,242.0,131.0,271725.18,23190.94,4788.2051034503,0.8372135908452825,250291.0,0.2090029685613395,0.19518249667717988,480.84082795372984,0.1730289485515403,33.6,1
27.0,50042.0,582.0,7.0,19105.0,680.0,0.1039191338396645,0.308869314312398,5048.6,1219.0,11162.0,27034.79,4282.214166666668,0.8084451013948828,7021.0,0.21432154654261498,0.1871293871402189,492.58144374273706,0.2734556242371241,53.0,0
43.0,142326.0,644.0,24.0,13499.0,334.07,0.2225792308926875,0.29546987577122,13247.0,856.0,73836.0,4213.0,11860.5,0.8133570148320522,69623.0,0.2110123794743313,0.2237947653068069,303.1952309300833,0.090653448921216,39.04799999999999,1
29.0,16021.0,553.0,8.0,14655.0,286.0,0.5560300102027713,0.1045686898825265,8651.0,1127.0,29278.0,25345.0,1335.0833333333333,0.7991153426983361,3933.0,0.253155,0.2347662128605438,381.17687582978846,0.663257857359533,59.0,0
7.0,93837.0,742.0,35.0,14314.0,664.27,-0.0912203269250453,-0.3034501952041697,3238.02,3678.0,78353.0,12943.0,6097.7327397400295,0.813151263666471,245013.0,0.2380648446181166,0.2171579662233993,-122.45594213023658,0.4010842430949536,52.44689640219963,0
35.0,106749.0,475.0,-1.0,-9805.0,390.0,0.6481558153131302,0.17098339675077226,-3926.0,-3258.0,212568.0,100623.0,8494.64371902567,0.6300939036249216,39794.75,0.2520674660334343,0.1293058946195789,481.3942885517427,0.8332757868887145,71.60952134969567,1
9.0,59138.0,707.0,-9.0,-15077.0,1115.0,0.0021140189474175,0.3561028213829374,4756.57,6613.0,-268106.0,29621.64,7124.841775386314,1.0704270212382592,5576.0,0.231205,0.3109345596284994,532.4770505278632,-0.3075784905415472,59.01040377405337,0
40.0,114216.0,635.0,17.0,9858.09,571.0,0.2241874208084188,0.6304483929012554,720.0,2660.53,23984.0,27250.0,9518.0,0.7418332201502791,2482.0,0.1979638692806698,0.2011140337279482,260.48690525168723,0.0873594142941465,46.400000000000006,1
22.09,63300.0,565.6,0.0,16476.0,376.0,0.31018063029146326,0.2357985888572082,2154.0,1735.0,14710.0,28915.93,5250.6275,0.8410584697833952,6903.0,0.2399759999999999,0.22962807820561168,590.0543896243282,0.2351221749448646,53.40324004073187,0
33.0,39055.5,555.0,10.99,47795.0,199.0,0.3465198640320265,0.5058476513838058,840.0,2688.26,131425.44,76577.0,3306.3333333333335,0.5835994945074672,81172.0,0.26704606205245196,0.27481609589603695,1240.4710904215326,0.4874275301513454,60.0,0
38.33,59192.0,573.87,16.0,45608.0,373.29,0.4093363654675574,0.2301158454793847,4864.12,3449.0,67609.0,36174.81,5038.535143952191,0.7902483847490553,30291.65,0.23938901387968436,0.2333597264675797,1494.270795874446,0.3889465109073244,51.04866053515037,0
41.04,-33699.0,564.27,-14.0,45987.0,939.0,0.3958080145565459,0.2907080930391362,7858.25,7217.0,33313.66,-31590.0,3574.5303063700385,0.7973335484377257,16754.0,0.172303563981054,0.21966803905899573,940.468098590537,0.7709753065202515,79.49088163694088,0
44.0,15305.0,608.0,23.0,21452.0,443.0,0.1113146919186794,0.27353400130894895,4039.22,1317.28,16936.0,7005.0,1259.5058333333336,0.9076742682849762,9931.0,0.212452,0.19812659414825692,682.1440641557417,0.7638701705594891,53.23944789770355,0
32.0,35498.0,622.0,10.0,11136.0,698.0,0.3907447101416139,0.1764443521487324,1346.0,205.0,34189.0,31484.0,2958.1666666666665,0.703667984211605,2705.0,0.185136,0.181227483320002,389.6295887152636,0.369207792391151,48.0,0
36.0,101974.32,554.69,14.0,25264.0,458.0,0.2674479222909892,0.1441126824725377,4600.93,1993.0,141168.0,34010.52,8711.153936940911,0.853456866194436,100431.15,0.262264,0.239128970981678,622.0190932780162,0.215189684349813,37.801409376908026,1
32.0,77032.0,581.44,-18.0,30959.1,1127.0,-0.194445603337162,0.2237112245223063,15423.0,1072.0,386224.0,51594.01,6866.212167525638,0.4428271960043777,143290.0,0.23912649087131452,0.3194544943479262,-578.5354999389774,0.8182576974794975,55.0,0
62.0,73843.0,667.0,37.0,44668.0,388.0,0.28078001004043773,0.48667223458818654,4785.17,3352.0,56887.0,25640.76,6232.779124361845,0.9446486535560504,33723.05,0.2161679999999999,0.2108866265162234,1498.39856825483,0.35859294060155295,62.0,0
39.0,60318.61,550.39,19.0,10094.0,380.0,0.1283514136335209,0.265219566244273,5375.4,1795.0,69823.0,23540.0,4995.259596035316,0.8191822649969411,46283.0,0.255594,0.2610500458274805,262.6701511744103,0.1262220627848725,51.34957184153804,0
27.18,34925.85,535.0,4.0,11311.53,721.0,0.5827549421963798,0.4483848187309043,5799.79,3835.0,247967.28,13680.0,2856.2247601080035,0.759383744792793,290269.0,0.23864635326017236,0.2419841189179559,335.3986467038278,0.8451189173630622,53.0,0
49.0,48621.83,520.0,25.0,10166.0,388.0,0.5663402048797452,0.3145138105264432,5910.68,2757.0,229844.12,33059.25,4031.494166666667,0.7798125343275041,238326.0,0.2664868446432579,0.2739332434358121,342.43650981528975,0.2338510562781137,55.0,0
40.45,33207.0,586.84,16.88,53771.0,1136.0,0.27154737621684083,0.31102948123528146,3732.44,6463.0,18899.0,-49230.0,-1693.9135308012728,1.0530874995066253,176305.0,0.238774711226056,0.24504799902077415,1314.3913011578852,0.6130606028596359,28.15234959197323,0
40.91,78701.0,560.31,18.0,16131.0,482.0,0.1880053011286133,0.0713019781228963,4043.84,1344.5,164385.61,30154.0,6558.416666666667,0.706246374378828,140566.0,0.247326,0.25157490825242157,505.01155031559216,0.1504954016313275,37.71199999999999,1
18.0,34461.3,604.0,0.0,8015.0,458.37,0.3761587952008543,0.26055582426239726,7181.51,199.0,49999.0,8146.0,2076.1666666666665,0.9260164572637286,41853.0,0.2027959184004427,0.152812,391.9570546990432,0.3319094552710529,45.6,1
28.46,50737.27,583.43,0.0,31063.72,435.0,0.2859032203390115,0.2432465657072291,7737.0,1392.44,214229.0,73682.0,5012.191837594643,0.5089668709503604,117789.21,0.230409579067128,0.2304681982164745,1150.799076487652,0.3188759399250725,50.0,0
51.82,103522.48,759.0,51.0,17842.25,591.95,0.25498534849534865,0.4722736864024196,-7397.0,1970.91,-338.0,-80359.0,12312.79759183088,0.9150967945185952,4349.34,0.0990684936114395,0.2953377164309134,-62.26995092033702,0.892222443495648,68.37416383126374,1
65.0,46495.01,754.0,14.0,62955.0,1055.0,0.6454661588159971,0.3858537671674834,-6909.0,1539.0,143554.17,-37835.0,3204.4166666666665,0.3659070225223438,-161500.0,0.1262071213347975,0.28292917858041483,-392.26788582675795,-0.0625676887679036,55.94802711219805,0
41.45,111471.38,611.66,19.78,-11394.0,398.49,0.42833223700249595,0.6017551781906767,2995.75,6176.0,-251752.0,24914.92,8984.97085348416,0.7910785087596278,-168700.0,0.21132946530023428,0.1754356855019271,178.30265791846162,0.2924156916888919,63.651678839652966,1
38.0,57175.62,529.75,20.0,29343.8,159.0,0.27034833953805604,0.0743870323199498,6733.99,427.0,446617.42,29552.76,4821.666666666667,0.841298379347302,437436.0,0.265076,0.2876549577385666,996.864623532567,0.1747122747083923,47.0,0
44.99,50188.15,585.33,22.98,10176.0,289.0,0.2138637490821043,0.26545467178078236,11162.0,249.0,43010.0,28334.0,4266.230000000001,0.808568548732828,14676.0,0.20187061259848527,0.1765266450530429,372.41875210799714,0.3089627143958264,53.0,0
41.23,32971.32,500.0,18.38,20169.0,346.0,0.2836815768501742,0.29149348653379387,4742.87,1463.0,33218.91,31776.71,2740.185833333333,0.5982463066451033,11052.0,0.255169,0.2423902998160025,793.8209078280751,0.8789827706405052,55.0,0
29.1,83750.65,523.69,7.0,53987.0,399.0,0.0464504455465448,0.3323557521642249,5713.62,208.0,165299.0,57620.96,8829.75,0.5251864971506883,103854.15,0.303987,0.3267509877777587,1718.377313150286,0.46438745101314344,56.55868729971365,0
11.0,66567.3,603.81,10.28,34982.0,-158.0,0.2905890403733377,0.6935977781782079,5749.97,3246.0,-135166.0,62580.98,6382.950640512866,0.9049310272334222,4958.0,0.1813407380598685,0.3547973905833912,571.7878722615751,1.0290592180139655,50.0,0
52.08,59207.7,631.0,31.0,29418.0,398.56,0.245310432333057,0.1479091377421932,9902.0,1607.0,26743.34,27582.0,4838.532728086689,0.8295047361368405,2753.0,0.218918,0.2176638798305933,1049.42034285022,0.2306990330014403,49.71546051469874,0
43.43,99912.96,627.0,20.74,30176.24,374.94,0.2821744664134705,0.290035188343512,3379.0,5476.0,165235.0,22300.0,8803.25,0.6232275668280846,142935.0,0.251909,0.2637402272037486,969.399667699854,0.1002983642339339,46.0,0
44.58,58342.0,519.0,22.91,10077.0,455.59,0.30415804027212084,0.2585363838542241,5076.0,230.0,25120.0,15562.0,4725.948807021672,0.9495358925293532,9558.0,0.225577,0.260699050163498,261.7569491518942,0.2335023195145061,50.0,0
37.3,113682.99,594.34,10.69,41215.0,486.34,0.5329414041983653,0.21279254710512022,1365.0,4000.0,188167.0,2457.0,9977.027449744079,0.8446177031890929,185710.0,0.209715,0.20103402167518739,1220.7265633854008,0.2655510267761839,32.800000000000004,1
1.0,-31501.0,593.9,43.0,-4774.0,379.0,0.4091738832462502,0.4393383682562861,13935.0,-4754.0,371259.0,98594.0,1316.8222601931668,0.84708904489522,304314.0,0.242612,0.0844791879310377,1777.264046720327,0.39670739440505076,50.86874657099474,0
31.0,36057.0,592.0,11.0,29501.0,384.0,0.231684159042131,0.187428659092861,2220.0,438.0,19637.0,56982.0,3004.75,0.7319871064477125,1500.0,0.218501,0.2142852811770499,1117.9536116840152,0.4998597592758183,51.0,0
28.92,208465.0,753.0,27.0,46290.0,979.0,-0.1212613875229301,-0.1181205115830532,3281.0,-3563.0,-84271.0,69166.0,3517.1945514230956,0.4393498941211922,-134889.0,0.2616292429486106,0.2717097892152175,100.23049588791196,0.46959688856330023,58.11122947509317,1
52.0,195985.87,586.0,30.38,19717.0,278.0,0.20223358342053074,0.27475006644423405,801.0,1835.0,94338.0,5443.0,22724.416666666668,0.7444943912584154,88895.0,0.251717,0.2181145262191699,459.5963314611698,0.0324583175128589,38.400000000000006,1
51.0,59562.76,615.0,27.0,16173.0,414.24,0.22554666528802753,0.3301176014743319,21739.0,266.0,39354.0,66485.41,4941.500833169679,0.7433998979595677,3120.0,0.2127739310728089,0.221322804523553,380.18994015539886,0.18784707421763816,52.0,0
29.0,28819.15,498.0,5.0,10566.0,429.91,0.44355410578573,0.0903706187413158,30896.0,2581.0,278821.0,39606.9,2640.25,0.829092654201392,154938.0,0.2365659999999999,0.2094714381765813,542.6665153221236,0.2748476528064098,48.0,0
36.0,69003.0,510.56,11.0,5376.0,458.0,0.3676627894804439,0.1743798193059494,983.0,1153.0,37496.0,23994.0,5750.25,0.7790233571979756,13502.0,0.2908759999999999,0.2484149684060046,257.10703230632674,0.1021499192309803,42.400000000000006,1
43.0,72408.0,616.0,51.0,45986.0,753.28,-0.1446953272912052,0.8399940459968352,3815.0,1310.93,22524.0,52043.09,-350.9352822264186,0.6071400325524123,-86329.0,0.1115696770676767,0.3166988605968149,771.4847975541575,1.2048868481704416,49.24701252033021,0
7.0,105087.0,547.37,14.0,-9474.0,689.16,-0.2090061102680818,0.1805575456028504,2148.0,952.0,195943.0,138302.0,9516.539384070771,0.4785253661187118,142052.0,0.3308639877634103,0.2895187039496819,1775.2006336493598,0.4189700832847328,64.46617703250504,0
56.0,127979.0,612.43,33.0,60422.0,1048.0,0.5027996270638315,0.1660201730245261,-11363.0,5067.0,26679.0,54696.46,-1467.2843497707636,0.8461778780541924,80020.36,0.1739993563095227,0.2764505169969469,1044.5088490892608,0.9227589445355052,48.0,0
37.0,38513.0,600.0,16.0,21225.0,373.0,0.5186353659043479,0.23262850848417085,1458.0,1005.38,44836.0,20460.24,3209.4166666666665,0.8752034217599216,16183.0,0.216225,0.2311041625309269,681.5771431207845,0.3285884173512688,51.88627781461163,0
28.04,77555.0,527.0,5.0,22854.0,499.0,0.0954795705875424,0.27809129322070525,8710.0,691.0,39027.0,21147.37,6462.916666666667,0.8824741117777509,29447.0,0.2500717925915421,0.1999300668014297,849.2551010144613,0.18665658927034007,41.55999999999999,1
22.66,28089.32,576.29,-13.0,40535.0,486.95,0.0725605801784176,0.2429200924884093,7229.93,1500.31,-43856.0,30900.44,-3460.2717027353556,1.129625479607708,371550.0,0.2854693975065557,0.332199174759128,1312.6893216766307,0.8804342432710571,68.94478977035483,0
11.0,-30772.0,574.82,27.04,17466.0,464.15,0.7482407856073179,0.1688290785331123,3167.0,1598.73,-321617.0,-101260.0,4659.494996271166,0.8723462860748266,281330.0,0.22748349633564124,0.0775476968695916,-1080.378302028586,1.1269693887176255,33.47682680947611,0
58.31,18248.0,574.0,37.0,16443.0,470.47,0.2834741820252165,0.0636283363199063,2682.0,548.0,204131.0,11483.0,1520.6666666666667,0.9338919368558886,192648.0,0.204443,0.1736984562994106,815.9042462329554,1.018569210587213,48.0,0
-3.0,161136.0,562.0,15.0,1134.0,317.0,0.0079659183933911,0.8869062361501349,20000.0,-3402.0,115099.0,85697.0,3119.383418064299,0.4963421249684754,410793.0,0.3264417642760284,0.273610430344859,777.9871224967229,1.1085500443404563,42.400000000000006,1
81.0,-51683.0,734.0,54.0,32208.0,447.0,0.1138723334253379,0.34956772168155426,-12147.0,2346.25,214431.0,12696.0,7446.112625513626,0.5611667812768384,-100089.0,0.1367030902888602,0.1507093998795362,565.4566501465671,0.47586811167786264,60.296821178585986,0
70.0,-69909.0,562.0,54.0,34358.0,359.4,0.4332425002437474,0.553061793180369,-13509.0,988.0,-4461.0,39995.01,-6151.9077546588405,1.1074370970387846,236216.0,0.1153873589621683,0.1204504750124109,2172.4812836744395,1.0723355291038057,30.487271214628407,0
61.0,54128.0,707.0,-20.0,32958.0,322.0,0.2833128529418203,0.49286085427854737,4943.0,747.72,34338.0,34715.0,4510.666666666667,0.8721091464230404,251649.0,0.1203913106247114,0.1078857247156489,2034.63458090522,0.5219428558562804,51.36868867417789,1
44.0,19924.0,535.0,23.01,21767.0,495.0,0.2453260140229627,0.3207176812360402,21032.0,1679.0,22711.0,8051.0,1660.3333333333333,0.8144556737015609,14660.0,0.249267,0.2991204,782.6292869929284,0.7695016785743396,56.0,0
28.0,178395.0,620.69,51.0,19232.82,153.0,0.6626722163711264,0.3547387713265553,1980.0,-2720.0,13542.0,84480.0,12857.077499833063,0.7615663054559277,5911.0,0.167243,0.2890535352207409,919.1910176528895,0.3034125868051858,53.176874096006735,1
32.31,-28155.0,568.0,-14.0,23224.0,707.0,-0.3213736246626066,0.32874045270229835,17719.0,956.0,251985.0,38230.0,15870.416666666666,0.5648299243510633,53145.0,0.2626156719237066,0.2141253058596204,1094.712989199109,1.0693588857933074,57.6884315820811,1
58.0,35372.0,612.0,38.0,25313.0,469.02,0.291020375896654,0.4043888356972662,2811.0,1751.91,123931.0,4752.0,2947.6666666666665,0.8572348846551523,119179.0,0.1943129999999999,0.1969996578311956,1284.618306282223,0.5796511273150141,50.0,0
6.0,-80111.0,590.0,37.0,50226.0,-186.0,0.5717733838628054,0.5693883183903412,3575.0,3286.0,153676.0,143892.0,-2964.139900542146,0.9174655879353706,48322.0,0.2416460758299185,0.1004866874944438,371.22410454349074,-0.0622560053693673,70.36135777098326,0
49.0,40829.0,617.0,25.0,25478.0,785.0,0.2268539371121332,0.3023813874918643,2267.0,1111.0,42122.0,12477.28,3402.4166666666665,0.9519486310258534,34774.0,0.201978,0.1793120992231495,920.2117648607896,0.4422374101573577,52.71,0
16.0,9676.0,419.0,-14.0,26493.0,206.0,0.4153044222038413,-0.1836123394255497,17034.0,1731.0,161215.0,57655.45,13432.558751898236,1.1776138240242455,-294147.0,0.3637006588651875,0.27615522494412537,795.1657822698165,0.3325377290754837,59.65165441267132,0
36.0,68801.0,545.95,14.0,18652.0,1044.0,0.1655157134903838,0.3352329239387456,1810.0,2310.06,446359.0,16938.0,5733.416666666667,0.554409422563644,429421.0,0.238152,0.2857824,777.3521551115733,0.3176730841316096,53.0,0
42.74,1076.0,726.0,9.0,-9764.0,954.0,0.3852717793638739,-0.1461878511353493,3025.0,-2910.0,74835.34,39969.0,3427.4611787357917,0.9402392332802486,-91504.0,0.2881934209851892,0.3180001036027326,109.0647737933854,0.4477474842014582,64.21518814224541,0
21.91,40050.0,545.0,0.0,32221.7,406.0,0.3061276212624648,0.184527533056013,1506.0,726.0,18390.0,51282.08,3337.5,0.9370302423573678,7672.0,0.3347529999999999,0.3584856961488986,1773.5663739976862,1.4497027068648651,64.0,0
37.0,40784.0,618.0,13.87,41465.0,370.0,0.1743262446861453,0.2037609569235825,21978.0,1977.03,197632.0,25549.0,3398.6666666666665,0.8315009890937338,172083.0,0.2476447523280392,0.2927634730946802,1228.1601646621898,0.4853025629920824,45.0,0
44.0,15000.0,588.0,23.0,25436.48,378.0,0.3089276425404629,0.2981084080452126,1357.0,2788.08,496594.0,22556.0,1250.0,0.8808597634247228,474038.0,0.227563,0.2098160677696806,822.2789887950338,0.9602231910360268,48.0,0
31.8,151115.59,580.15,2.75,-15131.0,1052.0,-0.1380718131134088,0.46354584034375246,13100.0,3071.33,-117153.0,-61477.0,13816.298143888867,0.8778098123510333,66157.57,0.2904414501380646,0.1268509356201366,197.40508700773685,0.17198559944231992,51.54854272415948,1
65.0,142087.0,540.0,19.0,43206.0,392.22,0.396601533091713,-0.1193131838897065,16170.0,-817.0,289119.0,64349.0,-3906.6192488120937,0.8784232811240572,310913.0,0.2080094381372258,0.20244764957400022,-660.7283413996174,0.5500142367013272,70.2781095273167,0
30.0,42752.0,517.0,4.0,14379.0,363.0,0.3577786360795207,0.2975879340693383,6094.0,1404.0,172820.0,26438.0,3562.6666666666665,0.816055799105247,146382.0,0.240879,0.239661811526782,563.8738944216548,0.2601629568923058,53.0,0
39.27,29096.0,570.0,17.69,40138.0,685.0,0.1412970784565487,0.2394469395065947,1461.0,1471.0,86250.0,50013.0,2424.6666666666665,0.7607583903351405,33489.78,0.230138,0.2486006220333732,2139.408949094737,1.164864840154552,53.0,0
44.52,52249.0,663.0,55.0,7803.0,1282.0,0.5033507047270502,0.0555881712831942,4726.0,7723.0,52202.0,-61173.0,-2854.975007678015,0.9171479632528536,132345.0,0.3053972940427974,0.23722058960432116,1522.9750854489694,-0.35659126181881,44.0,0
43.0,100032.0,592.75,21.0,19105.0,392.38,0.106728644103128,0.2266498679075305,4325.71,302.0,49889.0,27680.78,8768.401658420396,0.8314939467511734,26755.88,0.2166440195549466,0.209684,516.5148902524263,0.15107604958655282,39.09600000000001,1
33.0,35882.0,613.7,11.0,9259.0,257.0,0.1702458363341031,0.1475930047073919,3552.0,1162.0,61154.0,44542.06,2990.1666666666665,0.8056230963611841,26896.94,0.194259,0.2000114779249506,281.76038720038355,0.1801773771362968,47.0,0
46.0,32781.0,623.0,22.0,17468.0,1180.0,0.0874823837188859,0.0937773219549579,7428.0,2122.0,299192.0,4938.0,2731.75,0.6609536549602993,294254.0,0.210968,0.21060774558207818,494.5061263795844,0.48813351699990526,41.0,0
41.0,51707.0,585.0,18.0,20069.0,487.84,0.0059223893278881,0.2173883786590151,3815.0,1252.0,20808.38,24580.0,4308.916666666667,0.7981397812031212,2253.0,0.242569,0.268223329089061,563.2583042698386,0.27794860640235497,52.0,0
8.0,-64635.0,707.0,53.0,44302.0,357.0,0.5664480969779048,0.1601695538852808,2313.0,2105.25,-146612.0,103831.0,2604.25,0.4692981310657638,366241.0,0.1529699400694662,0.3199095403810989,2552.8832319246976,0.7209709337164999,38.59014231181926,0
31.0,22359.0,524.0,11.0,26889.0,216.0,0.2211316958194412,0.4552599311322595,24764.0,3578.0,129666.26,46881.0,1863.25,0.7932490907396788,84640.0,0.23355107271381637,0.2407135350402262,877.6917767367678,0.5231273640144988,57.0,0
36.0,152650.0,610.0,12.0,24815.0,148.0,0.103056870955778,0.3843075055403481,4346.0,587.0,127009.0,89100.0,12720.833333333334,0.7725809772296938,37909.0,0.214815,0.2135114898398752,773.1082609982855,0.0724094276579064,38.400000000000006,1
35.0,15120.0,562.0,11.0,21849.0,423.0,0.34361553899020064,0.2386445210334251,1874.0,1245.0,18522.0,14697.0,1260.0,0.951149524950168,3825.0,0.265849,0.26486873694088015,544.9168704597823,0.739491484415267,55.56628532605097,0
22.17,59830.0,570.0,0.0,22734.0,246.0,0.432399872563476,0.5723276818607661,2511.0,329.0,449345.0,13537.0,4985.833333333333,0.7584298824847725,435808.0,0.212734,0.1746266391648873,1129.0809235415209,0.2757976112735793,45.6,1
43.57,55308.0,645.0,22.0,19539.0,362.0,0.0715581905110223,0.266209928895191,5995.0,932.0,111471.11,7871.0,4609.0,0.9664762707448832,93747.0,0.212039,0.1696312,434.26516692878306,0.1727631084679503,36.8,1
19.0,30948.0,540.0,-12.0,25291.0,645.0,0.0509513419696787,0.9541475156957242,8516.0,-2781.0,99978.0,105623.0,2579.0,0.5643666922030954,-93231.0,0.1336820239712792,0.3016610749538102,-613.342854327123,0.939956028213818,49.0,0
73.0,56940.0,548.0,55.0,54090.0,-179.0,-0.01088965492051,0.1172375847043762,10930.0,4520.0,-144746.0,67833.19,10111.767571434344,0.7782722967335917,148214.0,0.254752,0.3565681363244838,-333.8982866621704,0.1277062425991583,68.76287642203408,0
37.0,44000.0,539.0,13.0,28714.0,457.0,0.4141824374841434,0.1999940926692494,5872.0,2939.0,331208.0,29418.0,3666.6666666666665,0.946449956266186,301790.0,0.264214,0.2441737483948041,833.0142733198009,0.3518220745417639,46.0,0
23.0,81554.0,509.0,4.0,35101.0,432.73,0.3579209013937276,0.2943235497801772,3400.09,1955.0,84421.0,42760.24,6796.166666666667,0.8231243849036931,46483.28,0.295601,0.299495023587095,1093.628675336426,0.237285039409926,49.0,0
36.05,26567.0,591.91,13.0,17339.0,435.42,0.2584843398065701,0.22233462621953287,2738.0,512.0,55729.0,109672.39,2186.0075885406845,0.6828916312462736,9625.0,0.216339,0.2122065043387796,490.98002931805775,0.3807591838606869,48.0,0
35.0,33569.0,571.06,13.61,37172.0,212.0,0.2629147472900452,0.0325882994284799,2103.0,12534.0,86388.5,35649.2,2712.0925262624432,0.7067858949522561,33106.0,0.234172,0.2245695694108283,1180.3849642470652,0.4977395683804934,52.0,0
30.0,94238.0,608.0,6.0,15917.0,203.0,0.1643775271640669,0.4589280817317269,3382.0,7940.0,54668.0,28948.89,7853.166666666667,0.6076754325693814,30721.77,0.1969169999999999,0.1876325332493067,581.5503891626953,0.099902424393051,44.0,1
41.06,45145.0,587.0,17.0,11431.0,879.0,0.24296256743085606,0.2974102492388263,7060.0,2678.0,119670.0,13216.89,3762.0833333333335,0.9581471730380612,93155.0,0.212931,0.196131632018912,345.4978468657514,0.3254839774590545,40.0,1
44.0,70881.0,597.0,23.0,30539.45,396.65,0.30403187309642,0.3068797750249308,2050.0,1136.0,3628.0,21804.0,5803.110833333336,0.7870640617697736,5946.61,0.23109,0.22948968030759917,1129.1723214871379,0.2375028889770024,58.038342818289124,0
