Previous qualification (grade),Admission grade,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
141.0,139.8,14.935,14.935,1.0
125.0,115.2,0.0,0.0,2.0
160.1,127.4,13.13333333,6.91647356,1.0
132.46566666666664,86.4,9.746026262799996,-1.00812938,1.0
133.0,126.0,0.0,0.0,2.0
96.6,130.2,11.4,10.0,2.0
116.0,120.9,0.0,0.0,2.0
113.7,126.0,6.10182702,0.25370433,0.0
168.4,110.3,9.537720484799998,6.258914255000004,1.0
130.0,158.7,6.904563625,8.184714827299999,1.0
125.0,120.1,11.2,10.75,0.0
160.0,149.82025,10.59875413,10.686722033300004,2.0
127.6,88.3,9.254368678399999,6.978081113800004,2.0
131.4299444444443,118.7015833333334,6.68708733,8.180235746200001,1.0
141.0,130.16275021645023,0.0,1.935,0.0
122.68800000000002,111.7,11.66666667,10.709409091300003,0.0
137.121,132.9,12.085087249300006,12.33333333,1.0
120.0,115.5,10.33333333,10.85714286,0.0
106.0,101.93900000000002,6.39852765,3.864946247,0.0
121.0,120.3,13.66666667,13.33333333,1.0
150.0,130.8,14.84285714,15.05555556,1.0
123.60300000000001,117.0,12.0,12.254565476100005,1.0
114.0,110.2,12.2,12.2,0.0
129.5,155.7,-1.59605751,0.0,0.0
126.59000000000002,125.03700000000005,12.16666667,13.3,0.0
120.0,125.5,12.0,11.33333333,2.0
130.0,110.0,11.0,11.0,1.0
162.1,135.79500000000007,5.63392105,9.543514543,1.0
120.0,100.0,10.5,11.6,1.0
124.0,108.027,11.540137261999998,11.2,1.0
143.0,128.7,9.183012612,9.6434115991,2.0
135.0322380952381,132.9506749999999,14.7002039,13.40183751,2.0
133.1,100.8,0.0,0.0,0.0
168.5,156.5,8.57044488,13.5,1.0
133.1,100.0,12.0,0.0,0.0
133.1,112.66089682539682,12.66666667,11.939261903699993,0.0
133.1,152.42946666666663,10.972447405899995,11.79775735430001,1.0
140.335,137.0,14.0,12.950659438699997,2.0
161.8,137.56300000000005,5.32633883,9.0431983311,1.0
132.0,120.3,13.75,14.47777778,1.0
135.0,134.3,14.2,13.8,2.0
115.0,117.5011666666667,5.078703206899999,0.0,0.0
133.23733333333334,128.8,11.129413604000002,13.4,0.0
133.1,127.52123366555918,0.0,0.0,1.0
130.0,113.5,0.0,0.0,0.0
133.1,160.0,14.63157895,14.23076923,1.0
123.0,117.4,0.0,0.0,0.0
130.0,122.2,13.0,12.27272727,1.0
122.0,118.2,0.0,0.0,0.0
113.0,106.7,8.95467137,-1.12163431,0.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
133.1,88.4,11.66666667,17.13317923,2.0
166.1,125.5,6.508130075500002,8.5251540935,1.0
123.0,115.3,13.0,11.0,2.0
131.0,127.48699999999995,13.4,13.7387992062,1.0
158.0,157.0,12.66666667,12.57142857,1.0
122.0,131.0,12.51666667,12.51666667,0.0
130.0,119.71395000000001,11.845455549599995,23.51611071,2.0
159.8,139.46525,5.3845472704,7.460338387300001,2.0
120.0,113.4,10.33333333,10.66666667,2.0
170.0,154.87,13.14285714,11.654397644800001,1.0
135.54200000000003,121.8,12.623370552000004,14.0,1.0
133.1,131.0,11.0,11.0,0.0
120.0,118.6,10.8,11.25,1.0
137.0,122.3,0.0,0.0,0.0
142.77799999999996,171.3,2.2817529,8.337156962900002,1.0
130.0,121.3,14.16666667,12.2,1.0
122.0,143.13599999999983,2.8156418514,0.0,0.0
160.0,137.77500000000003,0.1499674,6.698979151600001,1.0
146.0,145.3,12.8,13.4,2.0
131.0,122.6,13.0,13.66666667,1.0
132.0,128.0,13.46714286,15.01111111,1.0
138.0,124.9,13.2375,13.74285714,0.0
130.0,123.7,12.33333333,13.0,1.0
126.0,120.1,12.4,14.6,1.0
131.4515157914549,131.7,4.875833334199998,0.0,0.0
130.0,133.2,11.66666667,11.71428571,1.0
117.0,109.3,12.0,12.5,0.0
125.77233333333335,120.80499999999992,12.2,11.5,1.0
153.0,157.9,14.83333333,14.83333333,1.0
118.69919999999995,101.91000000000011,7.15229023,3.3368914549000017,2.0
143.69299999999998,174.7,17.125,8.148516067099994,1.0
164.9,103.3,6.57283312,0.40572923,1.0
130.36094444444427,114.5853285714286,6.56744237,6.385602383700003,1.0
160.9,87.5,17.50655557,17.39235286,2.0
135.0,121.0,11.33333333,11.5,1.0
141.0,131.7,13.605,12.33125,1.0
132.0,119.1,12.0,10.8,1.0
138.20711567182815,124.7,0.0,0.0,0.0
113.0,117.2,11.2,11.66666667,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
136.0,131.5,13.86333333,14.17857143,1.0
127.1,121.7,19.3621501,4.3061348,2.0
129.0,123.4,12.4,13.4,1.0
138.0,124.7,12.33333333,10.83333333,2.0
137.0,132.8,13.33333333,11.8,1.0
115.0,108.7,12.66666667,10.0,0.0
129.0,138.1,5.045619250499999,2.1862541054000006,0.0
131.0,126.5,10.6,11.8,1.0
133.0,127.4,12.25,11.85714286,1.0
130.6648694444445,126.149,11.470607875300006,11.83333333,1.0
120.0,122.0,11.0,12.6,1.0
128.0,118.2,13.16666667,13.0,0.0
136.0176231884058,123.9,12.85555556,12.906679600600006,1.0
134.0,125.8,14.91875,15.355,1.0
132.0,123.3,11.5,11.0,0.0
96.7,157.4,9.793673560799995,12.890322154600002,1.0
126.6,86.3,12.5,18.3979471,1.0
170.0,140.94000000000008,0.0,4.988306955000001,2.0
125.0,121.5,11.66666667,11.0,1.0
130.0,130.0,14.25714286,14.25714286,1.0
125.0,110.30300000000003,12.0,10.918129052900003,0.0
130.0,91.7,1.82706892,5.95829969,2.0
133.1,108.0,12.45714286,13.5625,1.0
131.0,132.3,11.68333333,11.68333333,1.0
150.0,148.0,11.66666667,12.0,1.0
122.79809999999999,113.52599999999988,12.2418088108,13.16666667,0.0
131.0,123.0,11.66666667,13.5,2.0
144.00513333333333,152.2,8.925724789400007,12.0,1.0
123.0,113.3,11.95,11.95,0.0
141.0,133.0,6.660947244600004,9.702388548400002,0.0
153.38399999999993,112.51700000000002,2.33383881,14.58333333,0.0
140.0,128.3,12.61904762,12.78947368,1.0
126.68399999999994,124.69300000000001,17.75515462,13.16666667,2.0
167.2,160.5,7.04670924,13.04342529,0.0
129.855,122.3,12.16666667,6.166931098299999,0.0
143.0,135.0,0.0,0.0,0.0
132.0,119.1,10.0,10.57142857,0.0
121.24502884615379,111.09099999999997,9.793159420599999,10.0,2.0
141.0,129.0,13.05,13.05,1.0
133.1,162.3,11.0,0.0,0.0
145.80999999999997,163.4,11.5,15.441412782800015,1.0
125.0,155.0,6.54365032,16.28949057,1.0
120.0,122.8,10.0,10.0,2.0
140.0,118.0,0.0,0.0,0.0
127.94750000000002,121.78300000000004,12.29469097,10.81661616,0.0
126.47412732039949,129.8,8.193859530199994,6.7317196084000015,1.0
130.0,152.0,0.0,0.0,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
134.59689334841173,113.16571657374719,0.0,0.0,0.0
130.0,131.8,12.57142857,14.42857143,1.0
96.6,110.70633333333329,8.665878319600003,1.66932096,2.0
138.0,132.1,13.75,14.33333333,1.0
127.0,100.23499999999994,11.16666667,10.070756106,1.0
140.0,129.5,12.32428571,12.32428571,1.0
130.0,126.7,12.16666667,11.71428571,1.0
140.4999999999999,145.762,12.925164455400001,5.44474657,1.0
140.7,116.45649999999996,12.268727475399992,-1.44836883,1.0
138.78900000000002,132.21699999999996,12.91428571,12.91428571,1.0
152.06033333333338,149.8,10.275021928399992,13.617047988799987,1.0
120.0,115.1,13.85714286,13.4,1.0
133.026,124.5,13.124377074400002,12.8,0.0
131.0,125.41014523809521,12.491012877999994,12.426283982300001,1.0
138.16774999999998,127.615,10.8687819,8.55662357,1.0
140.0,140.0,15.625,15.85714286,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
122.0,126.9,11.71428571,12.0,1.0
147.1424090909091,142.63700000000003,10.5713959,11.7696089838,2.0
121.0,115.8,11.6,11.6,1.0
120.0,100.0,10.0,0.0,0.0
121.8,164.1,7.07412122,0.0,0.0
136.60783417496248,128.25225000000003,0.0,13.5,0.0
142.613,175.3,13.0,13.663196003500007,1.0
134.0,126.74899999999992,13.33333333,13.948329034099988,1.0
115.0,117.5,3.223874183299998,1.7558395302000003,0.0
131.96825,124.88599999999991,13.85,12.19285714,1.0
135.0,137.8094511904761,11.423318070399999,12.286367644599999,1.0
140.0,140.0,15.33333333,15.8,1.0
130.0,130.0,11.0,13.8,1.0
135.0,133.3,12.0,12.85714286,1.0
140.0,138.97052076201578,3.2455729999692653,0.0,0.0
143.6,139.0,11.57142857,1.36205541,1.0
140.0,123.6,12.85714286,12.66666667,1.0
133.1,130.5,0.0,0.0,0.0
135.0,133.3,13.0,13.2,1.0
123.0,132.1,11.0,12.0,1.0
133.1,100.0,12.0,15.0,0.0
154.0,152.34399999999997,13.361674235899995,13.0,1.0
145.847,132.22599999999997,0.82033969,5.9098272,1.0
133.0,145.74133333333327,11.224233397699999,12.052350972700003,1.0
167.3,122.5,2.86484439,4.44327317,0.0
134.23443809523818,104.68161594202903,11.176862173699996,10.33333333,0.0
125.0,119.4,12.47142857,11.4625,2.0
145.0,155.0,12.90909091,13.55555556,2.0
118.0,119.1,11.6,13.6,1.0
136.6169490051615,122.7,0.0,3.754283499899999,0.0
127.0,111.63499999999996,12.317862783100006,12.36363636,1.0
144.84599999999998,126.79699999999997,4.89208392,13.22,1.0
130.22366666666665,120.0,13.072072873200005,13.15142857,1.0
130.0,130.0,12.75,11.33333333,0.0
144.2,85.2,6.92901164,8.2557965,1.0
136.0,125.26685714285706,13.25,12.764384350099993,1.0
125.0,125.4,12.4,12.4,2.0
131.0,127.2,15.0,12.83333333,0.0
122.0,103.4,12.496389364199997,12.722718804400001,1.0
127.0,82.7,8.28838536,12.46227417,2.0
136.0,133.0528571428571,11.976881455899992,10.8,1.0
138.68199999999996,162.8,10.921411757699996,5.718686985699999,0.0
131.73149999999998,124.9,11.984889996700003,12.33333333,1.0
99.4,121.448,9.259694832899998,25.39214333,2.0
121.0,118.9,11.66666667,12.66666667,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
134.59999999999994,113.0,10.130514206599997,7.01895711,1.0
100.0,116.32246666666668,8.18,0.0,0.0
130.0,120.0,11.75,12.16666667,0.0
174.7,122.8,9.027009446799998,7.953087573500005,1.0
130.0,125.84236428571428,12.83333333,12.819336723699987,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
146.0,140.0,14.82857143,14.82857143,1.0
171.9,164.8,6.07784332,12.8,1.0
137.0,126.2,13.0,12.5,1.0
163.67200000000017,130.78000000000006,3.52294314,9.415004689899998,1.0
150.0,150.0,12.66666667,12.8,1.0
125.01000000000002,113.7,12.194447908400003,13.0,0.0
122.0,102.98200000000001,13.5,12.785300120799993,1.0
143.0,136.7,12.67,13.55,1.0
139.26880000000003,131.13199999999998,14.5,15.42857143,1.0
102.8,102.48608333333337,12.206807901299996,13.117177765599997,1.0
120.0,110.00000000000006,11.7866005869,10.66666667,0.0
140.0,140.0,9.940946414499995,3.0047509439,0.0
143.0,142.3,13.79714286,13.775,2.0
129.0,119.6,14.00375,13.81285714,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
143.5503166666667,135.82599999999996,14.16666667,14.16666667,1.0
127.47599999999994,134.29300000000003,17.43826984,2.44381936,1.0
131.641,119.4,13.8,13.8678027017,1.0
132.5765,122.1,12.555960119500003,11.85714286,1.0
100.0,100.0,12.327807984799993,12.8999339245,1.0
123.0,114.97500000000004,12.5,12.033815476099996,2.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
117.0,111.8,10.83333333,11.5,1.0
140.0,140.0,13.385,13.385,1.0
123.0,124.4,15.66666667,14.5,1.0
130.6,123.04388333333328,14.33333333,13.836512053400002,1.0
140.0,140.0,11.42857143,13.0,2.0
123.0,116.0,11.66666667,11.66666667,1.0
130.0,135.6,12.0,11.33333333,0.0
138.93900000000002,129.68299999999996,14.72571429,14.72571429,1.0
126.0,118.7,14.16666667,13.66666667,1.0
125.0,125.7,11.57142857,12.33333333,1.0
112.0,107.1,12.480494264699999,11.587735762200005,1.0
143.44800000000004,125.5,12.86,13.160776984900005,1.0
135.0,127.0,12.25,13.71428571,1.0
149.2,165.6,12.0,18.22302054,1.0
160.0,154.4,15.11666667,16.16888889,1.0
136.0,151.2,7.229273364099997,9.264387504999997,0.0
124.91155442711906,133.13425000000007,6.96837861,0.0,0.0
119.0,115.5,11.0,11.0,2.0
135.10099999999994,86.4,10.228599635400007,1.6269714,1.0
150.0,150.0,11.0,0.0,0.0
142.0,153.33200000000005,15.2,15.596769633100006,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
160.0,116.1,14.83333333,15.14285714,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
142.0,127.3,11.2,11.8,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
129.06621177114758,117.98774999999998,10.5,0.0,0.0
153.0,159.18000000000006,16.2,12.759320566300003,1.0
140.0,124.3,14.54285714,14.88181818,1.0
152.0,158.3170000000001,4.80595978,13.492520306300003,1.0
131.77453333333335,130.2,11.886080569700004,11.85714286,1.0
160.0,147.8,11.75714286,13.08333333,2.0
150.0,150.0,0.0,0.0,0.0
100.0,110.06999999999998,12.063221987400002,13.05857143,1.0
146.65100000000004,155.6,14.3,11.813468382200002,1.0
124.0,117.4,11.8,12.0,1.0
128.6,123.18900000000004,12.540989486900003,13.0,2.0
127.83800000000005,117.5,12.009382330000003,11.66666667,1.0
134.0,120.4,13.33333333,13.33333333,1.0
168.6,96.6,3.35734951,5.5469581,1.0
132.0,128.15353333333337,11.719238827599998,11.4,2.0
126.11805198592259,120.06199999999998,11.510680383099992,11.631847594600004,2.0
118.61519999999994,101.91000000000011,7.03110747,4.061881205500001,2.0
139.65300000000005,147.52214415584416,15.9612555,13.335019767999995,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
141.1,97.9,18.08405196,5.10443499,1.0
131.95536666666666,123.90971309523813,12.42812857310001,13.66666667,1.0
140.0,143.0,13.33333333,14.66666667,1.0
110.0,88.1,15.0,2.39657045,1.0
133.17333333333332,114.4,7.804249302399998,1.34405041,1.0
123.59900000000002,114.7,12.16666667,13.149826566599993,1.0
156.0,166.9,11.25,12.5,1.0
129.0,111.83937857142855,6.42437715,5.839983330800001,2.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
120.0,117.0,12.83333333,12.85714286,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
130.0,153.3,1.17402341,7.99300631,2.0
133.87066666666666,120.49600000000001,13.5,7.52230112,1.0
131.91433333333333,126.29268928571422,10.69230769,12.30769231,2.0
133.1,136.2,11.0,11.66666667,1.0
147.06,85.2,12.583387373200003,17.52757091830001,1.0
96.0,100.0,12.0,11.25,2.0
117.0,110.24900000000007,11.552153064999997,11.5,0.0
123.0,114.20999999999991,12.5517690499,13.33333333,1.0
127.0,124.2,0.0,0.0,0.0
176.1,146.60499999999993,14.2,13.594579193699996,1.0
127.0,120.7,11.0,0.0,0.0
133.0,123.37675000000003,8.777704494499996,4.97420102,1.0
133.1,133.0,12.58571429,13.44285714,1.0
132.9606927720256,128.2,0.0,0.0,0.0
133.1,130.0,0.0,0.0,2.0
146.209,151.13700000000006,5.98206839,19.90017066,0.0
118.6,163.1,11.66666667,10.40959165,1.0
160.9,128.5,18.1202075,13.95392355,0.0
112.0,112.0,10.33333333,11.0,2.0
140.0,142.5,13.5,13.71428571,1.0
136.0,133.0,7.3990873111,6.8904663795,2.0
163.0,115.47380000000004,8.088380264700001,6.7776592218,1.0
138.75041666666667,132.5140000000001,14.03333333,14.03333333,1.0
134.0,131.2,11.0,11.2,2.0
133.5,127.73999999999998,9.591412768399994,9.5699833075,1.0
138.0,124.8,13.41428571,13.41428571,0.0
160.0,140.9,13.54545455,13.57142857,1.0
130.0,126.3850076923077,8.637288720699999,5.51203014,2.0
161.0,132.7585,13.83333333,11.4377486216,1.0
140.0,129.7,12.0,12.85714286,1.0
133.1,128.2,0.0,0.0,0.0
133.1,104.0,11.9,12.8,2.0
128.97389974671384,119.9,4.7531880707,0.0,0.0
152.0,141.0,15.13571429,15.2875,1.0
125.0,116.6,12.28571429,13.33333333,2.0
140.0,135.86705,12.66666667,12.515759627400003,2.0
167.4,165.4,12.74,2.37423251,0.0
170.0,149.44900000000004,13.25,11.6962310415,2.0
129.32683333333333,119.84419999999992,10.33333333,10.33333333,2.0
135.483,125.34666666666666,6.0624428,17.29085092,1.0
143.8965,140.2,10.089555289200003,11.11111111,1.0
124.0,129.3,11.5,11.16666667,1.0
140.0,145.3,13.66666667,12.33333333,1.0
130.0,146.2,11.27272727,12.0,1.0
134.0,122.5,13.16666667,12.4,2.0
160.0,156.1,14.66666667,14.16666667,1.0
144.21920000000006,140.0,1.09453717,5.070941172899998,2.0
150.0,140.0,11.2,12.14,2.0
141.0,128.4,13.0,11.4,0.0
120.0,115.0,10.5,12.33333333,0.0
166.0,158.7,14.85714286,14.0,1.0
147.0,124.5,12.86,12.86,1.0
121.0,111.9,11.72727273,12.0,1.0
148.14600000000002,150.0,11.505632344600004,12.0,1.0
153.0,85.6,7.25671477,17.06196352,0.0
95.6,91.8,10.66666667,-1.51267988,0.0
139.3,128.9,5.33869421,11.2,2.0
136.0,121.7,10.33333333,10.33333333,2.0
141.5,88.3,6.684344,1.45784975,2.0
128.0,127.0,12.0,12.75,2.0
142.0,131.3,14.73142857,14.73142857,1.0
135.0,137.1,0.0,0.0,1.0
128.83700000000007,120.0,13.61538462,13.677865278999997,1.0
166.0,139.0,10.4690733,18.3082961,1.0
115.71899999999997,120.2,16.88535885,11.426563477999998,1.0
139.56159323315572,128.2,0.0,0.27,0.0
137.0,120.8,14.65428571,14.65428571,1.0
122.0,135.8,12.40142857,12.40142857,1.0
128.0,118.9,11.5875,14.07142857,1.0
134.93532132751233,121.918,14.0,14.17028240610001,1.0
132.0,127.1,12.33333333,11.83333333,1.0
96.4,137.0,14.0,4.56802293,1.0
126.0,127.4,15.23076923,12.375,1.0
124.11366666666662,117.4285,6.50800114,11.0,0.0
136.0,126.3,11.6,11.6,1.0
140.0,127.5,0.0,0.0,0.0
135.0,126.6,12.90142857,13.09444444,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
140.0,140.0,0.0,0.0,0.0
167.1,131.5,6.75105257,17.76885657,1.0
115.0,112.2,13.78571429,14.1,1.0
144.0,150.5,13.91666667,13.91666667,1.0
144.78633333333332,130.66999999999996,13.5,6.50613137,1.0
116.0,112.2,13.00139379620001,12.338568320400002,2.0
135.0,167.0,8.800050019899992,9.709957500400003,0.0
121.0,114.4,11.5,14.6,1.0
139.957,159.8,13.371043799699997,7.08416742,1.0
120.0,120.0,1.58317488,6.48484551,1.0
162.3,114.09980000000003,9.09800491450001,6.343380525800001,1.0
141.0,127.8,0.0,0.0,0.0
140.0,124.6,14.2,14.57142857,1.0
144.0,130.3,13.81428571,13.81428571,1.0
122.0,118.2,11.25,10.5,2.0
130.0,118.8,10.5745631419,12.239202772399995,1.0
159.5,90.6,0.0,4.64500662,0.0
133.1,129.0,11.3,11.3,1.0
147.0,100.0,0.0,16.0,2.0
127.0,120.7,12.0,12.0,2.0
138.413,132.5,12.0634336196,12.3,1.0
139.23198106060607,133.38299999999998,12.606148426499997,12.69428571,1.0
123.0,94.1,-0.08065992,6.08239765,1.0
135.4,142.1419999999999,10.138589944499996,19.26654969,1.0
128.0,127.8,14.4125,16.05,1.0
140.0,129.9,2.4312082021000005,0.4774627765,0.0
121.0,118.9,13.33333333,12.8,1.0
122.0,114.3,12.8,12.8,2.0
126.0,114.8,14.40285714,14.40285714,1.0
142.43335139016023,123.0,11.287767327300001,10.730012107199995,1.0
131.0,122.1,14.13125,13.98375,1.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
131.0,132.4,11.8,11.25,2.0
139.31799999999998,132.14499999999995,5.90135111,6.95178657,1.0
135.1579202172827,130.0,0.0,0.615,0.0
135.3184158730159,122.3,13.6,12.431032664999993,0.0
131.8613678833818,126.67491666666669,11.343288185099992,11.15266582339999,1.0
129.31183333333334,125.96499999999995,12.5,13.33333333,1.0
167.5,108.5,1.91646218,0.30697606,1.0
139.27200000000005,159.4,11.400985987299999,19.40139578,1.0
144.0,147.98999999999995,10.6,11.699474848300001,1.0
133.1,167.4,10.2,8.69128511,1.0
137.55,129.8,10.6,10.939706210700002,2.0
133.1,135.0,11.44444444,10.8,0.0
133.0,131.3,14.33333333,12.625,2.0
154.2,164.8,8.60295569,17.82416847,1.0
122.96346666666666,113.81599999999992,12.395452383299999,13.31,1.0
120.0,98.5,7.85832608,-0.72031687,1.0
138.78999999999996,126.5,9.384919381799996,7.0870783,1.0
132.0,154.4,12.33333333,1.2417684,1.0
142.0,138.06149999999997,11.875,12.2388622336,0.0
105.0,106.4,10.15300786,-0.12342146,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
130.20400000000006,123.5207499999999,11.5,12.8,1.0
133.1,113.17589682539683,12.5,11.552687168099995,0.0
136.41899673046257,140.0,0.0,2.8307161015999998,0.0
117.0,113.2,11.98,13.225,1.0
128.0,118.6,13.2,11.8,2.0
136.0,123.8,11.61428571,14.0375,1.0
141.0,126.7,14.31428571,14.31428571,1.0
130.0,133.8,0.0,0.0,0.0
128.4,86.5,16.4128659,3.78743323,2.0
146.44000000000003,146.2,2.09002969,11.068364596099993,1.0
126.0,132.7,12.66666667,12.2,1.0
100.9,128.8,8.72038408,10.57142857,0.0
120.0,140.4,11.4,11.75,0.0
132.0,123.96507976190475,13.323139682600006,14.4775,1.0
126.56500000000001,118.6,11.81428571,11.35286470040001,1.0
140.28633333333335,131.966,13.0,11.875,1.0
125.0,124.0,14.85714286,13.33333333,1.0
137.0,129.89484999999996,12.855321536899998,12.6,1.0
95.5,86.38299999999998,7.57474333,8.5290732498,2.0
126.0,116.9,10.66666667,12.83333333,2.0
122.48,134.9699999999999,8.39916895,5.59167689,0.0
161.8,139.57199999999997,8.513780834999995,6.57724703,0.0
122.0,130.4,11.8,12.2,1.0
126.0,118.7,11.8,12.66666667,1.0
128.0,131.5,12.77125,12.77125,1.0
125.71650000000001,120.4,11.33333333,12.256777882899998,2.0
128.0,129.1,12.66666667,14.6,1.0
147.80799999999988,146.54700000000014,5.09901384,12.625902469099996,2.0
130.0,130.0,11.961427093600003,11.115155732766661,0.0
135.0,132.8,11.72142857,11.72142857,1.0
133.1,143.7,11.828887300399993,12.168994545300002,2.0
135.799,152.8,14.75,9.287054383999992,2.0
138.0,133.5,12.66666667,13.66666667,1.0
130.8,146.2,4.18182022,17.40603556,0.0
132.46872634186568,125.56660000000007,4.531240990899999,0.0,0.0
123.97800000000001,120.7,10.75,12.439011533500002,2.0
109.2,150.6,0.0,13.56505693,0.0
140.0,100.0,12.5,11.75,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
140.0,138.97052076201578,3.2455729999692653,0.0,0.0
140.0,120.4,0.0,0.0,0.0
141.2,87.3,11.980139567700006,13.186144377900009,1.0
138.0,123.0,12.8,11.66666667,0.0
126.89233333333343,100.0,11.333202192800007,11.0,0.0
160.4,164.2,6.4013587,6.69373366,0.0
137.399,126.8,12.7680297615,12.61,1.0
131.38994444444427,120.28658333333338,6.75821106,11.693202612000002,1.0
150.0,132.5,13.0,13.5,1.0
149.0,132.2,12.0,13.0,1.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
122.9819555998975,111.14183333333332,8.791725374400007,2.8035318563999994,0.0
133.4181666666667,110.24099999999997,12.0,10.5,2.0
131.62788775946277,129.69402142857138,0.0,0.0,1.0
110.0,110.3,14.49803637,8.26088489,0.0
124.95298888888891,108.75000000000001,12.405234675600008,11.75,0.0
126.0,116.9,11.66666667,11.66666667,2.0
133.0,121.8,0.0,0.0,0.0
145.0,127.3,11.69,11.69,1.0
120.0,120.0,0.0,0.0,0.0
152.13733333333337,150.0,10.524015529799993,13.054197317999993,1.0
150.0,100.0,11.5,11.28571429,1.0
150.0,150.0,14.0,0.0,0.0
127.0,116.9,11.826136498299997,11.681205872900012,1.0
140.0,140.0,12.85714286,13.16666667,1.0
128.0,122.1,11.338508052200009,11.169267147400003,0.0
127.0,160.0,14.52857143,15.01818182,1.0
129.80800000000002,118.4,11.407707721900003,12.0,2.0
